region,community,cases,date
AVALON,AVALON,0,2020-03-31
AVALON,AVALON,0,2020-04-01
AVALON,AVALON,0,2020-04-02
AVALON,AVALON,0,2020-04-03
AVALON,AVALON,0,2020-04-04
AVALON,AVALON,0,2020-04-05
AVALON,AVALON,0,2020-04-06
AVALON,AVALON,0,2020-04-07
AVALON,AVALON,0,2020-04-08
AVALON,AVALON,0,2020-04-09
AVALON,AVALON,0,2020-04-10
AVALON,AVALON,0,2020-04-11
AVALON,AVALON,0,2020-04-12
AVALON,AVALON,0,2020-04-13
AVALON,AVALON,0,2020-04-14
AVALON,AVALON,0,2020-04-15
AZUSA,AZUSA,1,2020-03-26
AZUSA,AZUSA,1,2020-03-27
AZUSA,AZUSA,1,2020-03-28
AZUSA,AZUSA,2,2020-03-29
AZUSA,AZUSA,3,2020-03-30
AZUSA,AZUSA,5,2020-03-31
AZUSA,AZUSA,7,2020-04-01
AZUSA,AZUSA,8,2020-04-02
AZUSA,AZUSA,8,2020-04-03
AZUSA,AZUSA,8,2020-04-04
AZUSA,AZUSA,13,2020-04-05
AZUSA,AZUSA,13,2020-04-06
AZUSA,AZUSA,14,2020-04-07
AZUSA,AZUSA,14,2020-04-08
AZUSA,AZUSA,14,2020-04-09
AZUSA,AZUSA,18,2020-04-10
AZUSA,AZUSA,19,2020-04-11
AZUSA,AZUSA,20,2020-04-12
AZUSA,AZUSA,20,2020-04-13
AZUSA,AZUSA,21,2020-04-14
AZUSA,AZUSA,22,2020-04-15
BALDWIN PARK,BALDWIN PARK,0,2020-03-27
BALDWIN PARK,BALDWIN PARK,0,2020-03-28
BALDWIN PARK,BALDWIN PARK,0,2020-03-29
BALDWIN PARK,BALDWIN PARK,0,2020-03-30
BALDWIN PARK,BALDWIN PARK,2,2020-03-31
BALDWIN PARK,BALDWIN PARK,3,2020-04-01
BALDWIN PARK,BALDWIN PARK,5,2020-04-02
BALDWIN PARK,BALDWIN PARK,7,2020-04-03
BALDWIN PARK,BALDWIN PARK,9,2020-04-04
BALDWIN PARK,BALDWIN PARK,10,2020-04-05
BALDWIN PARK,BALDWIN PARK,11,2020-04-06
BALDWIN PARK,BALDWIN PARK,11,2020-04-07
BALDWIN PARK,BALDWIN PARK,12,2020-04-08
BALDWIN PARK,BALDWIN PARK,15,2020-04-09
BALDWIN PARK,BALDWIN PARK,18,2020-04-10
BALDWIN PARK,BALDWIN PARK,22,2020-04-11
BALDWIN PARK,BALDWIN PARK,25,2020-04-12
BALDWIN PARK,BALDWIN PARK,28,2020-04-13
BALDWIN PARK,BALDWIN PARK,31,2020-04-14
BALDWIN PARK,BALDWIN PARK,34,2020-04-15
BELL,BELL,2,2020-03-26
BELL,BELL,4,2020-03-27
BELL,BELL,5,2020-03-28
BELL,BELL,6,2020-03-29
BELL,BELL,11,2020-03-30
BELL,BELL,12,2020-03-31
BELL,BELL,12,2020-04-01
BELL,BELL,14,2020-04-02
BELL,BELL,14,2020-04-03
BELL,BELL,16,2020-04-04
BELL,BELL,20,2020-04-05
BELL,BELL,22,2020-04-06
BELL,BELL,24,2020-04-07
BELL,BELL,28,2020-04-08
BELL,BELL,31,2020-04-09
BELL,BELL,35,2020-04-10
BELL,BELL,37,2020-04-11
BELL,BELL,37,2020-04-12
BELL,BELL,41,2020-04-13
BELL,BELL,56,2020-04-14
BELL,BELL,64,2020-04-15
BELL GARDENS,BELL GARDENS,3,2020-03-25
BELL GARDENS,BELL GARDENS,3,2020-03-26
BELL GARDENS,BELL GARDENS,1,2020-03-27
BELL GARDENS,BELL GARDENS,1,2020-03-28
BELL GARDENS,BELL GARDENS,1,2020-03-29
BELL GARDENS,BELL GARDENS,2,2020-03-30
BELL GARDENS,BELL GARDENS,4,2020-03-31
BELL GARDENS,BELL GARDENS,5,2020-04-01
BELL GARDENS,BELL GARDENS,5,2020-04-02
BELL GARDENS,BELL GARDENS,8,2020-04-03
BELL GARDENS,BELL GARDENS,10,2020-04-04
BELL GARDENS,BELL GARDENS,12,2020-04-05
BELL GARDENS,BELL GARDENS,11,2020-04-06
BELL GARDENS,BELL GARDENS,12,2020-04-07
BELL GARDENS,BELL GARDENS,17,2020-04-08
BELL GARDENS,BELL GARDENS,21,2020-04-09
BELL GARDENS,BELL GARDENS,23,2020-04-10
BELL GARDENS,BELL GARDENS,26,2020-04-11
BELL GARDENS,BELL GARDENS,28,2020-04-12
BELL GARDENS,BELL GARDENS,33,2020-04-13
BELL GARDENS,BELL GARDENS,35,2020-04-14
BELL GARDENS,BELL GARDENS,39,2020-04-15
BELLFLOWER,BELLFLOWER,1,2020-03-22
BELLFLOWER,BELLFLOWER,3,2020-03-23
BELLFLOWER,BELLFLOWER,3,2020-03-24
BELLFLOWER,BELLFLOWER,7,2020-03-25
BELLFLOWER,BELLFLOWER,8,2020-03-26
BELLFLOWER,BELLFLOWER,10,2020-03-27
BELLFLOWER,BELLFLOWER,12,2020-03-28
BELLFLOWER,BELLFLOWER,14,2020-03-29
BELLFLOWER,BELLFLOWER,17,2020-03-30
BELLFLOWER,BELLFLOWER,20,2020-03-31
BELLFLOWER,BELLFLOWER,23,2020-04-01
BELLFLOWER,BELLFLOWER,24,2020-04-02
BELLFLOWER,BELLFLOWER,26,2020-04-03
BELLFLOWER,BELLFLOWER,30,2020-04-04
BELLFLOWER,BELLFLOWER,32,2020-04-05
BELLFLOWER,BELLFLOWER,37,2020-04-06
BELLFLOWER,BELLFLOWER,39,2020-04-07
BELLFLOWER,BELLFLOWER,42,2020-04-08
BELLFLOWER,BELLFLOWER,44,2020-04-09
BELLFLOWER,BELLFLOWER,48,2020-04-10
BELLFLOWER,BELLFLOWER,50,2020-04-11
BELLFLOWER,BELLFLOWER,50,2020-04-12
BELLFLOWER,BELLFLOWER,50,2020-04-13
BELLFLOWER,BELLFLOWER,52,2020-04-14
BELLFLOWER,BELLFLOWER,55,2020-04-15
BEVERLY HILLS,BEVERLY HILLS,1,2020-03-16
BEVERLY HILLS,BEVERLY HILLS,1,2020-03-17
BEVERLY HILLS,BEVERLY HILLS,4,2020-03-18
BEVERLY HILLS,BEVERLY HILLS,4,2020-03-19
BEVERLY HILLS,BEVERLY HILLS,5,2020-03-20
BEVERLY HILLS,BEVERLY HILLS,7,2020-03-21
BEVERLY HILLS,BEVERLY HILLS,8,2020-03-22
BEVERLY HILLS,BEVERLY HILLS,12,2020-03-23
BEVERLY HILLS,BEVERLY HILLS,12,2020-03-24
BEVERLY HILLS,BEVERLY HILLS,13,2020-03-25
BEVERLY HILLS,BEVERLY HILLS,15,2020-03-26
BEVERLY HILLS,BEVERLY HILLS,21,2020-03-27
BEVERLY HILLS,BEVERLY HILLS,21,2020-03-28
BEVERLY HILLS,BEVERLY HILLS,24,2020-03-29
BEVERLY HILLS,BEVERLY HILLS,28,2020-03-30
BEVERLY HILLS,BEVERLY HILLS,35,2020-03-31
BEVERLY HILLS,BEVERLY HILLS,39,2020-04-01
BEVERLY HILLS,BEVERLY HILLS,45,2020-04-02
BEVERLY HILLS,BEVERLY HILLS,53,2020-04-03
BEVERLY HILLS,BEVERLY HILLS,60,2020-04-04
BEVERLY HILLS,BEVERLY HILLS,65,2020-04-05
BEVERLY HILLS,BEVERLY HILLS,65,2020-04-06
BEVERLY HILLS,BEVERLY HILLS,70,2020-04-07
BEVERLY HILLS,BEVERLY HILLS,71,2020-04-08
BEVERLY HILLS,BEVERLY HILLS,71,2020-04-09
BEVERLY HILLS,BEVERLY HILLS,71,2020-04-10
BEVERLY HILLS,BEVERLY HILLS,73,2020-04-11
BEVERLY HILLS,BEVERLY HILLS,74,2020-04-12
BEVERLY HILLS,BEVERLY HILLS,74,2020-04-13
BEVERLY HILLS,BEVERLY HILLS,76,2020-04-14
BEVERLY HILLS,BEVERLY HILLS,78,2020-04-15
BRADBURY,BRADBURY,0,2020-03-27
BRADBURY,BRADBURY,0,2020-03-28
BRADBURY,BRADBURY,0,2020-03-29
BRADBURY,BRADBURY,0,2020-03-30
BRADBURY,BRADBURY,0,2020-03-31
BRADBURY,BRADBURY,0,2020-04-01
BRADBURY,BRADBURY,0,2020-04-02
BRADBURY,BRADBURY,0,2020-04-03
BRADBURY,BRADBURY,0,2020-04-04
BRADBURY,BRADBURY,0,2020-04-05
BRADBURY,BRADBURY,0,2020-04-06
BRADBURY,BRADBURY,0,2020-04-07
BRADBURY,BRADBURY,0,2020-04-08
BRADBURY,BRADBURY,0,2020-04-09
BRADBURY,BRADBURY,0,2020-04-10
BRADBURY,BRADBURY,0,2020-04-11
BRADBURY,BRADBURY,0,2020-04-12
BRADBURY,BRADBURY,0,2020-04-13
BRADBURY,BRADBURY,NA,2020-04-14
BRADBURY,BRADBURY,NA,2020-04-15
BURBANK,BURBANK,1,2020-03-19
BURBANK,BURBANK,1,2020-03-20
BURBANK,BURBANK,1,2020-03-21
BURBANK,BURBANK,2,2020-03-22
BURBANK,BURBANK,2,2020-03-23
BURBANK,BURBANK,2,2020-03-24
BURBANK,BURBANK,3,2020-03-25
BURBANK,BURBANK,6,2020-03-26
BURBANK,BURBANK,7,2020-03-27
BURBANK,BURBANK,17,2020-03-28
BURBANK,BURBANK,19,2020-03-29
BURBANK,BURBANK,21,2020-03-30
BURBANK,BURBANK,27,2020-03-31
BURBANK,BURBANK,39,2020-04-01
BURBANK,BURBANK,41,2020-04-02
BURBANK,BURBANK,50,2020-04-03
BURBANK,BURBANK,61,2020-04-04
BURBANK,BURBANK,70,2020-04-05
BURBANK,BURBANK,77,2020-04-06
BURBANK,BURBANK,79,2020-04-07
BURBANK,BURBANK,83,2020-04-08
BURBANK,BURBANK,88,2020-04-09
BURBANK,BURBANK,96,2020-04-10
BURBANK,BURBANK,100,2020-04-11
BURBANK,BURBANK,102,2020-04-12
BURBANK,BURBANK,103,2020-04-13
BURBANK,BURBANK,108,2020-04-14
BURBANK,BURBANK,112,2020-04-15
CALABASAS,CALABASAS,1,2020-03-19
CALABASAS,CALABASAS,1,2020-03-20
CALABASAS,CALABASAS,1,2020-03-21
CALABASAS,CALABASAS,2,2020-03-22
CALABASAS,CALABASAS,3,2020-03-23
CALABASAS,CALABASAS,4,2020-03-24
CALABASAS,CALABASAS,4,2020-03-25
CALABASAS,CALABASAS,5,2020-03-26
CALABASAS,CALABASAS,7,2020-03-27
CALABASAS,CALABASAS,10,2020-03-28
CALABASAS,CALABASAS,10,2020-03-29
CALABASAS,CALABASAS,11,2020-03-30
CALABASAS,CALABASAS,13,2020-03-31
CALABASAS,CALABASAS,13,2020-04-01
CALABASAS,CALABASAS,13,2020-04-02
CALABASAS,CALABASAS,16,2020-04-03
CALABASAS,CALABASAS,16,2020-04-04
CALABASAS,CALABASAS,20,2020-04-05
CALABASAS,CALABASAS,20,2020-04-06
CALABASAS,CALABASAS,20,2020-04-07
CALABASAS,CALABASAS,20,2020-04-08
CALABASAS,CALABASAS,21,2020-04-09
CALABASAS,CALABASAS,23,2020-04-10
CALABASAS,CALABASAS,23,2020-04-11
CALABASAS,CALABASAS,23,2020-04-12
CALABASAS,CALABASAS,25,2020-04-13
CALABASAS,CALABASAS,26,2020-04-14
CALABASAS,CALABASAS,26,2020-04-15
CARSON,CARSON,1,2020-03-16
CARSON,CARSON,1,2020-03-17
CARSON,CARSON,1,2020-03-18
CARSON,CARSON,1,2020-03-19
CARSON,CARSON,3,2020-03-20
CARSON,CARSON,3,2020-03-21
CARSON,CARSON,4,2020-03-22
CARSON,CARSON,6,2020-03-23
CARSON,CARSON,8,2020-03-24
CARSON,CARSON,9,2020-03-25
CARSON,CARSON,21,2020-03-26
CARSON,CARSON,21,2020-03-27
CARSON,CARSON,26,2020-03-28
CARSON,CARSON,28,2020-03-29
CARSON,CARSON,35,2020-03-30
CARSON,CARSON,39,2020-03-31
CARSON,CARSON,44,2020-04-01
CARSON,CARSON,55,2020-04-02
CARSON,CARSON,63,2020-04-03
CARSON,CARSON,69,2020-04-04
CARSON,CARSON,83,2020-04-05
CARSON,CARSON,93,2020-04-06
CARSON,CARSON,96,2020-04-07
CARSON,CARSON,104,2020-04-08
CARSON,CARSON,103,2020-04-09
CARSON,CARSON,113,2020-04-10
CARSON,CARSON,118,2020-04-11
CARSON,CARSON,118,2020-04-12
CARSON,CARSON,121,2020-04-13
CARSON,CARSON,129,2020-04-14
CARSON,CARSON,133,2020-04-15
CERRITOS,CERRITOS,1,2020-03-21
CERRITOS,CERRITOS,2,2020-03-22
CERRITOS,CERRITOS,2,2020-03-23
CERRITOS,CERRITOS,2,2020-03-24
CERRITOS,CERRITOS,2,2020-03-25
CERRITOS,CERRITOS,2,2020-03-26
CERRITOS,CERRITOS,1,2020-03-27
CERRITOS,CERRITOS,1,2020-03-28
CERRITOS,CERRITOS,4,2020-03-29
CERRITOS,CERRITOS,5,2020-03-30
CERRITOS,CERRITOS,6,2020-03-31
CERRITOS,CERRITOS,8,2020-04-01
CERRITOS,CERRITOS,10,2020-04-02
CERRITOS,CERRITOS,11,2020-04-03
CERRITOS,CERRITOS,15,2020-04-04
CERRITOS,CERRITOS,20,2020-04-05
CERRITOS,CERRITOS,23,2020-04-06
CERRITOS,CERRITOS,27,2020-04-07
CERRITOS,CERRITOS,29,2020-04-08
CERRITOS,CERRITOS,29,2020-04-09
CERRITOS,CERRITOS,30,2020-04-10
CERRITOS,CERRITOS,32,2020-04-11
CERRITOS,CERRITOS,32,2020-04-12
CERRITOS,CERRITOS,33,2020-04-13
CERRITOS,CERRITOS,33,2020-04-14
CERRITOS,CERRITOS,34,2020-04-15
CLAREMONT,CLAREMONT,1,2020-03-24
CLAREMONT,CLAREMONT,1,2020-03-25
CLAREMONT,CLAREMONT,1,2020-03-26
CLAREMONT,CLAREMONT,1,2020-03-27
CLAREMONT,CLAREMONT,1,2020-03-28
CLAREMONT,CLAREMONT,1,2020-03-29
CLAREMONT,CLAREMONT,1,2020-03-30
CLAREMONT,CLAREMONT,2,2020-03-31
CLAREMONT,CLAREMONT,3,2020-04-01
CLAREMONT,CLAREMONT,3,2020-04-02
CLAREMONT,CLAREMONT,4,2020-04-03
CLAREMONT,CLAREMONT,3,2020-04-04
CLAREMONT,CLAREMONT,5,2020-04-05
CLAREMONT,CLAREMONT,6,2020-04-06
CLAREMONT,CLAREMONT,6,2020-04-07
CLAREMONT,CLAREMONT,8,2020-04-08
CLAREMONT,CLAREMONT,10,2020-04-09
CLAREMONT,CLAREMONT,10,2020-04-10
CLAREMONT,CLAREMONT,10,2020-04-11
CLAREMONT,CLAREMONT,12,2020-04-12
CLAREMONT,CLAREMONT,12,2020-04-13
CLAREMONT,CLAREMONT,13,2020-04-14
CLAREMONT,CLAREMONT,13,2020-04-15
COMMERCE,COMMERCE,0,2020-03-27
COMMERCE,COMMERCE,0,2020-03-28
COMMERCE,COMMERCE,0,2020-03-29
COMMERCE,COMMERCE,NA,2020-03-30
COMMERCE,COMMERCE,NA,2020-03-31
COMMERCE,COMMERCE,NA,2020-04-01
COMMERCE,COMMERCE,0,2020-04-02
COMMERCE,COMMERCE,0,2020-04-03
COMMERCE,COMMERCE,0,2020-04-04
COMMERCE,COMMERCE,0,2020-04-05
COMMERCE,COMMERCE,0,2020-04-06
COMMERCE,COMMERCE,0,2020-04-07
COMMERCE,COMMERCE,0,2020-04-08
COMMERCE,COMMERCE,NA,2020-04-09
COMMERCE,COMMERCE,NA,2020-04-10
COMMERCE,COMMERCE,NA,2020-04-11
COMMERCE,COMMERCE,NA,2020-04-12
COMMERCE,COMMERCE,NA,2020-04-13
COMMERCE,COMMERCE,NA,2020-04-14
COMMERCE,COMMERCE,NA,2020-04-15
COMPTON,COMPTON,1,2020-03-23
COMPTON,COMPTON,1,2020-03-24
COMPTON,COMPTON,2,2020-03-25
COMPTON,COMPTON,5,2020-03-26
COMPTON,COMPTON,7,2020-03-27
COMPTON,COMPTON,9,2020-03-28
COMPTON,COMPTON,11,2020-03-29
COMPTON,COMPTON,13,2020-03-30
COMPTON,COMPTON,16,2020-03-31
COMPTON,COMPTON,19,2020-04-01
COMPTON,COMPTON,24,2020-04-02
COMPTON,COMPTON,26,2020-04-03
COMPTON,COMPTON,31,2020-04-04
COMPTON,COMPTON,34,2020-04-05
COMPTON,COMPTON,36,2020-04-06
COMPTON,COMPTON,38,2020-04-07
COMPTON,COMPTON,44,2020-04-08
COMPTON,COMPTON,49,2020-04-09
COMPTON,COMPTON,54,2020-04-10
COMPTON,COMPTON,61,2020-04-11
COMPTON,COMPTON,64,2020-04-12
COMPTON,COMPTON,65,2020-04-13
COMPTON,COMPTON,70,2020-04-14
COMPTON,COMPTON,72,2020-04-15
COVINA,COVINA,1,2020-03-19
COVINA,COVINA,1,2020-03-20
COVINA,COVINA,1,2020-03-21
COVINA,COVINA,1,2020-03-22
COVINA,COVINA,1,2020-03-23
COVINA,COVINA,3,2020-03-24
COVINA,COVINA,3,2020-03-25
COVINA,COVINA,4,2020-03-26
COVINA,COVINA,3,2020-03-27
COVINA,COVINA,3,2020-03-28
COVINA,COVINA,6,2020-03-29
COVINA,COVINA,8,2020-03-30
COVINA,COVINA,7,2020-03-31
COVINA,COVINA,9,2020-04-01
COVINA,COVINA,11,2020-04-02
COVINA,COVINA,11,2020-04-03
COVINA,COVINA,14,2020-04-04
COVINA,COVINA,18,2020-04-05
COVINA,COVINA,22,2020-04-06
COVINA,COVINA,24,2020-04-07
COVINA,COVINA,28,2020-04-08
COVINA,COVINA,33,2020-04-09
COVINA,COVINA,35,2020-04-10
COVINA,COVINA,38,2020-04-11
COVINA,COVINA,43,2020-04-12
COVINA,COVINA,46,2020-04-13
COVINA,COVINA,51,2020-04-14
COVINA,COVINA,54,2020-04-15
CUDAHY,CUDAHY,NA,2020-03-27
CUDAHY,CUDAHY,NA,2020-03-28
CUDAHY,CUDAHY,NA,2020-03-29
CUDAHY,CUDAHY,NA,2020-03-30
CUDAHY,CUDAHY,NA,2020-03-31
CUDAHY,CUDAHY,8,2020-04-01
CUDAHY,CUDAHY,9,2020-04-02
CUDAHY,CUDAHY,10,2020-04-03
CUDAHY,CUDAHY,12,2020-04-04
CUDAHY,CUDAHY,15,2020-04-05
CUDAHY,CUDAHY,16,2020-04-06
CUDAHY,CUDAHY,18,2020-04-07
CUDAHY,CUDAHY,19,2020-04-08
CUDAHY,CUDAHY,19,2020-04-09
CUDAHY,CUDAHY,20,2020-04-10
CUDAHY,CUDAHY,21,2020-04-11
CUDAHY,CUDAHY,21,2020-04-12
CUDAHY,CUDAHY,21,2020-04-13
CUDAHY,CUDAHY,23,2020-04-14
CUDAHY,CUDAHY,24,2020-04-15
CULVER CITY,CULVER CITY,2,2020-03-17
CULVER CITY,CULVER CITY,2,2020-03-18
CULVER CITY,CULVER CITY,3,2020-03-19
CULVER CITY,CULVER CITY,4,2020-03-20
CULVER CITY,CULVER CITY,4,2020-03-21
CULVER CITY,CULVER CITY,4,2020-03-22
CULVER CITY,CULVER CITY,5,2020-03-23
CULVER CITY,CULVER CITY,7,2020-03-24
CULVER CITY,CULVER CITY,6,2020-03-25
CULVER CITY,CULVER CITY,8,2020-03-26
CULVER CITY,CULVER CITY,6,2020-03-27
CULVER CITY,CULVER CITY,7,2020-03-28
CULVER CITY,CULVER CITY,9,2020-03-29
CULVER CITY,CULVER CITY,14,2020-03-30
CULVER CITY,CULVER CITY,15,2020-03-31
CULVER CITY,CULVER CITY,17,2020-04-01
CULVER CITY,CULVER CITY,19,2020-04-02
CULVER CITY,CULVER CITY,20,2020-04-03
CULVER CITY,CULVER CITY,23,2020-04-04
CULVER CITY,CULVER CITY,26,2020-04-05
CULVER CITY,CULVER CITY,27,2020-04-06
CULVER CITY,CULVER CITY,29,2020-04-07
CULVER CITY,CULVER CITY,29,2020-04-08
CULVER CITY,CULVER CITY,30,2020-04-09
CULVER CITY,CULVER CITY,31,2020-04-10
CULVER CITY,CULVER CITY,31,2020-04-11
CULVER CITY,CULVER CITY,31,2020-04-12
CULVER CITY,CULVER CITY,32,2020-04-13
CULVER CITY,CULVER CITY,34,2020-04-14
CULVER CITY,CULVER CITY,34,2020-04-15
DIAMOND BAR,DIAMOND BAR,2,2020-03-16
DIAMOND BAR,DIAMOND BAR,2,2020-03-17
DIAMOND BAR,DIAMOND BAR,2,2020-03-18
DIAMOND BAR,DIAMOND BAR,2,2020-03-19
DIAMOND BAR,DIAMOND BAR,2,2020-03-20
DIAMOND BAR,DIAMOND BAR,2,2020-03-21
DIAMOND BAR,DIAMOND BAR,2,2020-03-22
DIAMOND BAR,DIAMOND BAR,2,2020-03-23
DIAMOND BAR,DIAMOND BAR,2,2020-03-24
DIAMOND BAR,DIAMOND BAR,2,2020-03-25
DIAMOND BAR,DIAMOND BAR,2,2020-03-26
DIAMOND BAR,DIAMOND BAR,2,2020-03-27
DIAMOND BAR,DIAMOND BAR,2,2020-03-28
DIAMOND BAR,DIAMOND BAR,3,2020-03-29
DIAMOND BAR,DIAMOND BAR,3,2020-03-30
DIAMOND BAR,DIAMOND BAR,3,2020-03-31
DIAMOND BAR,DIAMOND BAR,6,2020-04-01
DIAMOND BAR,DIAMOND BAR,7,2020-04-02
DIAMOND BAR,DIAMOND BAR,8,2020-04-03
DIAMOND BAR,DIAMOND BAR,11,2020-04-04
DIAMOND BAR,DIAMOND BAR,12,2020-04-05
DIAMOND BAR,DIAMOND BAR,13,2020-04-06
DIAMOND BAR,DIAMOND BAR,14,2020-04-07
DIAMOND BAR,DIAMOND BAR,14,2020-04-08
DIAMOND BAR,DIAMOND BAR,17,2020-04-09
DIAMOND BAR,DIAMOND BAR,18,2020-04-10
DIAMOND BAR,DIAMOND BAR,19,2020-04-11
DIAMOND BAR,DIAMOND BAR,20,2020-04-12
DIAMOND BAR,DIAMOND BAR,20,2020-04-13
DIAMOND BAR,DIAMOND BAR,22,2020-04-14
DIAMOND BAR,DIAMOND BAR,22,2020-04-15
DOWNEY,DOWNEY,1,2020-03-24
DOWNEY,DOWNEY,5,2020-03-25
DOWNEY,DOWNEY,10,2020-03-26
DOWNEY,DOWNEY,12,2020-03-27
DOWNEY,DOWNEY,18,2020-03-28
DOWNEY,DOWNEY,19,2020-03-29
DOWNEY,DOWNEY,25,2020-03-30
DOWNEY,DOWNEY,31,2020-03-31
