region,community,cases,date
BELL GARDENS,BELL GARDENS,5,2020-04-01
BELL GARDENS,BELL GARDENS,5,2020-04-02
BELL GARDENS,BELL GARDENS,8,2020-04-03
BELL GARDENS,BELL GARDENS,10,2020-04-04
BELL GARDENS,BELL GARDENS,12,2020-04-05
BELLFLOWER,BELLFLOWER,1,2020-03-22
BELLFLOWER,BELLFLOWER,3,2020-03-23
BELLFLOWER,BELLFLOWER,3,2020-03-24
BELLFLOWER,BELLFLOWER,7,2020-03-25
BELLFLOWER,BELLFLOWER,8,2020-03-26
BELLFLOWER,BELLFLOWER,10,2020-03-27
BELLFLOWER,BELLFLOWER,12,2020-03-28
BELLFLOWER,BELLFLOWER,14,2020-03-29
BELLFLOWER,BELLFLOWER,17,2020-03-30
BELLFLOWER,BELLFLOWER,20,2020-03-31
BELLFLOWER,BELLFLOWER,23,2020-04-01
BELLFLOWER,BELLFLOWER,24,2020-04-02
BELLFLOWER,BELLFLOWER,26,2020-04-03
BELLFLOWER,BELLFLOWER,30,2020-04-04
BELLFLOWER,BELLFLOWER,32,2020-04-05
BEVERLY HILLS,BEVERLY HILLS,1,2020-03-16
BEVERLY HILLS,BEVERLY HILLS,1,2020-03-17
BEVERLY HILLS,BEVERLY HILLS,4,2020-03-18
BEVERLY HILLS,BEVERLY HILLS,4,2020-03-19
BEVERLY HILLS,BEVERLY HILLS,5,2020-03-20
BEVERLY HILLS,BEVERLY HILLS,7,2020-03-21
BEVERLY HILLS,BEVERLY HILLS,8,2020-03-22
BEVERLY HILLS,BEVERLY HILLS,12,2020-03-23
BEVERLY HILLS,BEVERLY HILLS,12,2020-03-24
BEVERLY HILLS,BEVERLY HILLS,13,2020-03-25
BEVERLY HILLS,BEVERLY HILLS,15,2020-03-26
BEVERLY HILLS,BEVERLY HILLS,21,2020-03-27
BEVERLY HILLS,BEVERLY HILLS,21,2020-03-28
BEVERLY HILLS,BEVERLY HILLS,24,2020-03-29
BEVERLY HILLS,BEVERLY HILLS,28,2020-03-30
BEVERLY HILLS,BEVERLY HILLS,35,2020-03-31
BEVERLY HILLS,BEVERLY HILLS,39,2020-04-01
BEVERLY HILLS,BEVERLY HILLS,45,2020-04-02
BEVERLY HILLS,BEVERLY HILLS,53,2020-04-03
BEVERLY HILLS,BEVERLY HILLS,60,2020-04-04
BEVERLY HILLS,BEVERLY HILLS,65,2020-04-05
BRADBURY,BRADBURY,0,2020-03-27
BRADBURY,BRADBURY,0,2020-03-28
BRADBURY,BRADBURY,0,2020-03-29
BRADBURY,BRADBURY,0,2020-03-30
BRADBURY,BRADBURY,0,2020-03-31
BRADBURY,BRADBURY,0,2020-04-01
BRADBURY,BRADBURY,0,2020-04-02
BRADBURY,BRADBURY,0,2020-04-03
BRADBURY,BRADBURY,0,2020-04-04
BRADBURY,BRADBURY,0,2020-04-05
BURBANK,BURBANK,1,2020-03-19
BURBANK,BURBANK,1,2020-03-20
BURBANK,BURBANK,1,2020-03-21
BURBANK,BURBANK,2,2020-03-22
BURBANK,BURBANK,2,2020-03-23
BURBANK,BURBANK,2,2020-03-24
BURBANK,BURBANK,3,2020-03-25
BURBANK,BURBANK,6,2020-03-26
BURBANK,BURBANK,7,2020-03-27
BURBANK,BURBANK,17,2020-03-28
BURBANK,BURBANK,19,2020-03-29
BURBANK,BURBANK,21,2020-03-30
BURBANK,BURBANK,27,2020-03-31
BURBANK,BURBANK,39,2020-04-01
BURBANK,BURBANK,41,2020-04-02
BURBANK,BURBANK,50,2020-04-03
BURBANK,BURBANK,61,2020-04-04
BURBANK,BURBANK,70,2020-04-05
CALABASAS,CALABASAS,1,2020-03-19
CALABASAS,CALABASAS,1,2020-03-20
CALABASAS,CALABASAS,1,2020-03-21
CALABASAS,CALABASAS,2,2020-03-22
CALABASAS,CALABASAS,3,2020-03-23
CALABASAS,CALABASAS,4,2020-03-24
CALABASAS,CALABASAS,4,2020-03-25
CALABASAS,CALABASAS,5,2020-03-26
CALABASAS,CALABASAS,7,2020-03-27
CALABASAS,CALABASAS,10,2020-03-28
CALABASAS,CALABASAS,10,2020-03-29
CALABASAS,CALABASAS,11,2020-03-30
CALABASAS,CALABASAS,13,2020-03-31
CALABASAS,CALABASAS,13,2020-04-01
CALABASAS,CALABASAS,13,2020-04-02
CALABASAS,CALABASAS,16,2020-04-03
CALABASAS,CALABASAS,16,2020-04-04
CALABASAS,CALABASAS,20,2020-04-05
CARSON,CARSON,1,2020-03-16
CARSON,CARSON,1,2020-03-17
CARSON,CARSON,1,2020-03-18
CARSON,CARSON,1,2020-03-19
CARSON,CARSON,3,2020-03-20
CARSON,CARSON,3,2020-03-21
CARSON,CARSON,4,2020-03-22
CARSON,CARSON,6,2020-03-23
CARSON,CARSON,8,2020-03-24
CARSON,CARSON,9,2020-03-25
CARSON,CARSON,21,2020-03-26
CARSON,CARSON,21,2020-03-27
CARSON,CARSON,26,2020-03-28
CARSON,CARSON,28,2020-03-29
CARSON,CARSON,35,2020-03-30
CARSON,CARSON,39,2020-03-31
CARSON,CARSON,44,2020-04-01
CARSON,CARSON,55,2020-04-02
CARSON,CARSON,63,2020-04-03
CARSON,CARSON,69,2020-04-04
CARSON,CARSON,83,2020-04-05
CERRITOS,CERRITOS,1,2020-03-21
CERRITOS,CERRITOS,2,2020-03-22
CERRITOS,CERRITOS,2,2020-03-23
CERRITOS,CERRITOS,2,2020-03-24
CERRITOS,CERRITOS,2,2020-03-25
CERRITOS,CERRITOS,2,2020-03-26
CERRITOS,CERRITOS,1,2020-03-27
CERRITOS,CERRITOS,1,2020-03-28
CERRITOS,CERRITOS,4,2020-03-29
CERRITOS,CERRITOS,5,2020-03-30
CERRITOS,CERRITOS,6,2020-03-31
CERRITOS,CERRITOS,8,2020-04-01
CERRITOS,CERRITOS,10,2020-04-02
CERRITOS,CERRITOS,11,2020-04-03
CERRITOS,CERRITOS,15,2020-04-04
CERRITOS,CERRITOS,20,2020-04-05
CLAREMONT,CLAREMONT,1,2020-03-24
CLAREMONT,CLAREMONT,1,2020-03-25
CLAREMONT,CLAREMONT,1,2020-03-26
CLAREMONT,CLAREMONT,1,2020-03-27
CLAREMONT,CLAREMONT,1,2020-03-28
CLAREMONT,CLAREMONT,1,2020-03-29
CLAREMONT,CLAREMONT,1,2020-03-30
CLAREMONT,CLAREMONT,2,2020-03-31
CLAREMONT,CLAREMONT,3,2020-04-01
CLAREMONT,CLAREMONT,3,2020-04-02
CLAREMONT,CLAREMONT,4,2020-04-03
CLAREMONT,CLAREMONT,3,2020-04-04
CLAREMONT,CLAREMONT,5,2020-04-05
COMMERCE,COMMERCE,0,2020-03-27
COMMERCE,COMMERCE,0,2020-03-28
COMMERCE,COMMERCE,0,2020-03-29
COMMERCE,COMMERCE,NA,2020-03-30
COMMERCE,COMMERCE,NA,2020-03-31
COMMERCE,COMMERCE,NA,2020-04-01
COMMERCE,COMMERCE,0,2020-04-02
COMMERCE,COMMERCE,0,2020-04-03
COMMERCE,COMMERCE,0,2020-04-04
COMMERCE,COMMERCE,0,2020-04-05
COMPTON,COMPTON,1,2020-03-23
COMPTON,COMPTON,1,2020-03-24
COMPTON,COMPTON,2,2020-03-25
COMPTON,COMPTON,5,2020-03-26
COMPTON,COMPTON,7,2020-03-27
COMPTON,COMPTON,9,2020-03-28
COMPTON,COMPTON,11,2020-03-29
COMPTON,COMPTON,13,2020-03-30
COMPTON,COMPTON,16,2020-03-31
COMPTON,COMPTON,19,2020-04-01
COMPTON,COMPTON,24,2020-04-02
COMPTON,COMPTON,26,2020-04-03
COMPTON,COMPTON,31,2020-04-04
COMPTON,COMPTON,34,2020-04-05
COVINA,COVINA,1,2020-03-19
COVINA,COVINA,1,2020-03-20
COVINA,COVINA,1,2020-03-21
COVINA,COVINA,1,2020-03-22
COVINA,COVINA,1,2020-03-23
COVINA,COVINA,3,2020-03-24
COVINA,COVINA,3,2020-03-25
COVINA,COVINA,4,2020-03-26
COVINA,COVINA,3,2020-03-27
COVINA,COVINA,3,2020-03-28
COVINA,COVINA,6,2020-03-29
COVINA,COVINA,8,2020-03-30
COVINA,COVINA,7,2020-03-31
COVINA,COVINA,9,2020-04-01
COVINA,COVINA,11,2020-04-02
COVINA,COVINA,11,2020-04-03
COVINA,COVINA,14,2020-04-04
COVINA,COVINA,18,2020-04-05
CUDAHY,CUDAHY,NA,2020-03-27
CUDAHY,CUDAHY,NA,2020-03-28
CUDAHY,CUDAHY,NA,2020-03-29
CUDAHY,CUDAHY,NA,2020-03-30
CUDAHY,CUDAHY,NA,2020-03-31
CUDAHY,CUDAHY,8,2020-04-01
CUDAHY,CUDAHY,9,2020-04-02
CUDAHY,CUDAHY,10,2020-04-03
CUDAHY,CUDAHY,12,2020-04-04
CUDAHY,CUDAHY,15,2020-04-05
CULVER CITY,CULVER CITY,2,2020-03-17
CULVER CITY,CULVER CITY,2,2020-03-18
CULVER CITY,CULVER CITY,3,2020-03-19
CULVER CITY,CULVER CITY,4,2020-03-20
CULVER CITY,CULVER CITY,4,2020-03-21
CULVER CITY,CULVER CITY,4,2020-03-22
CULVER CITY,CULVER CITY,5,2020-03-23
CULVER CITY,CULVER CITY,7,2020-03-24
CULVER CITY,CULVER CITY,6,2020-03-25
CULVER CITY,CULVER CITY,8,2020-03-26
CULVER CITY,CULVER CITY,6,2020-03-27
CULVER CITY,CULVER CITY,7,2020-03-28
CULVER CITY,CULVER CITY,9,2020-03-29
CULVER CITY,CULVER CITY,14,2020-03-30
CULVER CITY,CULVER CITY,15,2020-03-31
CULVER CITY,CULVER CITY,17,2020-04-01
CULVER CITY,CULVER CITY,19,2020-04-02
CULVER CITY,CULVER CITY,20,2020-04-03
CULVER CITY,CULVER CITY,23,2020-04-04
CULVER CITY,CULVER CITY,26,2020-04-05
DIAMOND BAR,DIAMOND BAR,2,2020-03-16
DIAMOND BAR,DIAMOND BAR,2,2020-03-17
DIAMOND BAR,DIAMOND BAR,2,2020-03-18
DIAMOND BAR,DIAMOND BAR,2,2020-03-19
DIAMOND BAR,DIAMOND BAR,2,2020-03-20
DIAMOND BAR,DIAMOND BAR,2,2020-03-21
DIAMOND BAR,DIAMOND BAR,2,2020-03-22
DIAMOND BAR,DIAMOND BAR,2,2020-03-23
DIAMOND BAR,DIAMOND BAR,2,2020-03-24
DIAMOND BAR,DIAMOND BAR,2,2020-03-25
DIAMOND BAR,DIAMOND BAR,2,2020-03-26
DIAMOND BAR,DIAMOND BAR,2,2020-03-27
DIAMOND BAR,DIAMOND BAR,2,2020-03-28
DIAMOND BAR,DIAMOND BAR,3,2020-03-29
DIAMOND BAR,DIAMOND BAR,3,2020-03-30
DIAMOND BAR,DIAMOND BAR,3,2020-03-31
DIAMOND BAR,DIAMOND BAR,6,2020-04-01
DIAMOND BAR,DIAMOND BAR,7,2020-04-02
DIAMOND BAR,DIAMOND BAR,8,2020-04-03
DIAMOND BAR,DIAMOND BAR,11,2020-04-04
DIAMOND BAR,DIAMOND BAR,12,2020-04-05
DOWNEY,DOWNEY,1,2020-03-24
DOWNEY,DOWNEY,5,2020-03-25
DOWNEY,DOWNEY,10,2020-03-26
DOWNEY,DOWNEY,12,2020-03-27
DOWNEY,DOWNEY,18,2020-03-28
DOWNEY,DOWNEY,19,2020-03-29
DOWNEY,DOWNEY,25,2020-03-30
DOWNEY,DOWNEY,31,2020-03-31
DOWNEY,DOWNEY,37,2020-04-01
DOWNEY,DOWNEY,43,2020-04-02
DOWNEY,DOWNEY,47,2020-04-03
DOWNEY,DOWNEY,52,2020-04-04
DOWNEY,DOWNEY,68,2020-04-05
DUARTE,DUARTE,1,2020-03-23
DUARTE,DUARTE,1,2020-03-24
DUARTE,DUARTE,1,2020-03-25
DUARTE,DUARTE,2,2020-03-26
DUARTE,DUARTE,NA,2020-03-27
DUARTE,DUARTE,NA,2020-03-28
DUARTE,DUARTE,NA,2020-03-29
DUARTE,DUARTE,NA,2020-03-30
DUARTE,DUARTE,NA,2020-03-31
DUARTE,DUARTE,NA,2020-04-01
DUARTE,DUARTE,NA,2020-04-02
DUARTE,DUARTE,NA,2020-04-03
DUARTE,DUARTE,NA,2020-04-04
DUARTE,DUARTE,NA,2020-04-05
EL MONTE,EL MONTE,0,2020-03-27
EL MONTE,EL MONTE,0,2020-03-28
EL MONTE,EL MONTE,0,2020-03-29
EL MONTE,EL MONTE,1,2020-03-30
EL MONTE,EL MONTE,4,2020-03-31
EL MONTE,EL MONTE,6,2020-04-01
EL MONTE,EL MONTE,7,2020-04-02
EL MONTE,EL MONTE,10,2020-04-03
EL MONTE,EL MONTE,12,2020-04-04
EL MONTE,EL MONTE,18,2020-04-05
EL SEGUNDO,EL SEGUNDO,1,2020-03-20
EL SEGUNDO,EL SEGUNDO,2,2020-03-21
EL SEGUNDO,EL SEGUNDO,1,2020-03-22
EL SEGUNDO,EL SEGUNDO,1,2020-03-23
EL SEGUNDO,EL SEGUNDO,2,2020-03-24
EL SEGUNDO,EL SEGUNDO,2,2020-03-25
EL SEGUNDO,EL SEGUNDO,2,2020-03-26
EL SEGUNDO,EL SEGUNDO,NA,2020-03-27
EL SEGUNDO,EL SEGUNDO,NA,2020-03-28
EL SEGUNDO,EL SEGUNDO,NA,2020-03-29
EL SEGUNDO,EL SEGUNDO,NA,2020-03-30
EL SEGUNDO,EL SEGUNDO,NA,2020-03-31
EL SEGUNDO,EL SEGUNDO,NA,2020-04-01
EL SEGUNDO,EL SEGUNDO,NA,2020-04-02
EL SEGUNDO,EL SEGUNDO,5,2020-04-03
EL SEGUNDO,EL SEGUNDO,6,2020-04-04
EL SEGUNDO,EL SEGUNDO,7,2020-04-05
GARDENA,GARDENA,1,2020-03-16
GARDENA,GARDENA,1,2020-03-17
GARDENA,GARDENA,1,2020-03-18
GARDENA,GARDENA,1,2020-03-19
GARDENA,GARDENA,1,2020-03-20
GARDENA,GARDENA,1,2020-03-21
GARDENA,GARDENA,1,2020-03-22
GARDENA,GARDENA,1,2020-03-23
GARDENA,GARDENA,1,2020-03-24
GARDENA,GARDENA,1,2020-03-25
GARDENA,GARDENA,4,2020-03-26
GARDENA,GARDENA,5,2020-03-27
GARDENA,GARDENA,6,2020-03-28
GARDENA,GARDENA,6,2020-03-29
GARDENA,GARDENA,7,2020-03-30
GARDENA,GARDENA,12,2020-03-31
GARDENA,GARDENA,14,2020-04-01
GARDENA,GARDENA,17,2020-04-02
GARDENA,GARDENA,20,2020-04-03
GARDENA,GARDENA,23,2020-04-04
GARDENA,GARDENA,30,2020-04-05
GLENDALE,GLENDALE,2,2020-03-16
GLENDALE,GLENDALE,3,2020-03-17
GLENDALE,GLENDALE,4,2020-03-18
GLENDALE,GLENDALE,4,2020-03-19
GLENDALE,GLENDALE,4,2020-03-20
GLENDALE,GLENDALE,5,2020-03-21
GLENDALE,GLENDALE,6,2020-03-22
GLENDALE,GLENDALE,9,2020-03-23
GLENDALE,GLENDALE,10,2020-03-24
GLENDALE,GLENDALE,12,2020-03-25
GLENDALE,GLENDALE,23,2020-03-26
GLENDALE,GLENDALE,29,2020-03-27
GLENDALE,GLENDALE,36,2020-03-28
GLENDALE,GLENDALE,46,2020-03-29
GLENDALE,GLENDALE,62,2020-03-30
GLENDALE,GLENDALE,76,2020-03-31
GLENDALE,GLENDALE,86,2020-04-01
GLENDALE,GLENDALE,93,2020-04-02
GLENDALE,GLENDALE,103,2020-04-03
GLENDALE,GLENDALE,118,2020-04-04
GLENDALE,GLENDALE,129,2020-04-05
GLENDORA,GLENDORA,1,2020-03-16
GLENDORA,GLENDORA,1,2020-03-22
GLENDORA,GLENDORA,1,2020-03-23
GLENDORA,GLENDORA,1,2020-03-24
GLENDORA,GLENDORA,2,2020-03-25
GLENDORA,GLENDORA,2,2020-03-26
GLENDORA,GLENDORA,4,2020-03-27
GLENDORA,GLENDORA,4,2020-03-28
GLENDORA,GLENDORA,6,2020-03-29
GLENDORA,GLENDORA,6,2020-03-30
GLENDORA,GLENDORA,7,2020-03-31
GLENDORA,GLENDORA,7,2020-04-01
GLENDORA,GLENDORA,7,2020-04-02
GLENDORA,GLENDORA,10,2020-04-03
GLENDORA,GLENDORA,11,2020-04-04
GLENDORA,GLENDORA,14,2020-04-05
HAWAIIAN GARDENS,HAWAIIAN GARDENS,NA,2020-03-27
HAWAIIAN GARDENS,HAWAIIAN GARDENS,NA,2020-03-28
HAWAIIAN GARDENS,HAWAIIAN GARDENS,NA,2020-03-29
HAWAIIAN GARDENS,HAWAIIAN GARDENS,NA,2020-03-30
HAWAIIAN GARDENS,HAWAIIAN GARDENS,NA,2020-03-31
HAWAIIAN GARDENS,HAWAIIAN GARDENS,NA,2020-04-01
HAWAIIAN GARDENS,HAWAIIAN GARDENS,NA,2020-04-02
HAWAIIAN GARDENS,HAWAIIAN GARDENS,NA,2020-04-03
HAWAIIAN GARDENS,HAWAIIAN GARDENS,NA,2020-04-04
HAWAIIAN GARDENS,HAWAIIAN GARDENS,NA,2020-04-05
HAWTHORNE,HAWTHORNE,1,2020-03-19
HAWTHORNE,HAWTHORNE,2,2020-03-20
HAWTHORNE,HAWTHORNE,2,2020-03-21
HAWTHORNE,HAWTHORNE,2,2020-03-22
HAWTHORNE,HAWTHORNE,3,2020-03-23
HAWTHORNE,HAWTHORNE,6,2020-03-24
HAWTHORNE,HAWTHORNE,8,2020-03-25
HAWTHORNE,HAWTHORNE,9,2020-03-26
HAWTHORNE,HAWTHORNE,7,2020-03-27
HAWTHORNE,HAWTHORNE,11,2020-03-28
HAWTHORNE,HAWTHORNE,11,2020-03-29
HAWTHORNE,HAWTHORNE,13,2020-03-30
HAWTHORNE,HAWTHORNE,19,2020-03-31
HAWTHORNE,HAWTHORNE,22,2020-04-01
HAWTHORNE,HAWTHORNE,26,2020-04-02
HAWTHORNE,HAWTHORNE,30,2020-04-03
HAWTHORNE,HAWTHORNE,32,2020-04-04
HAWTHORNE,HAWTHORNE,39,2020-04-05
HERMOSA BEACH,HERMOSA BEACH,NA,2020-03-27
HERMOSA BEACH,HERMOSA BEACH,NA,2020-03-28
HERMOSA BEACH,HERMOSA BEACH,6,2020-03-29
HERMOSA BEACH,HERMOSA BEACH,7,2020-03-30
HERMOSA BEACH,HERMOSA BEACH,9,2020-03-31
HERMOSA BEACH,HERMOSA BEACH,12,2020-04-01
HERMOSA BEACH,HERMOSA BEACH,15,2020-04-02
HERMOSA BEACH,HERMOSA BEACH,17,2020-04-03
HERMOSA BEACH,HERMOSA BEACH,17,2020-04-04
HERMOSA BEACH,HERMOSA BEACH,17,2020-04-05
HIDDEN HILLS,HIDDEN HILLS,0,2020-03-27
HIDDEN HILLS,HIDDEN HILLS,0,2020-03-28
HIDDEN HILLS,HIDDEN HILLS,0,2020-03-29
HIDDEN HILLS,HIDDEN HILLS,0,2020-03-30
HIDDEN HILLS,HIDDEN HILLS,0,2020-03-31
HIDDEN HILLS,HIDDEN HILLS,0,2020-04-01
HIDDEN HILLS,HIDDEN HILLS,0,2020-04-02
HIDDEN HILLS,HIDDEN HILLS,0,2020-04-03
HIDDEN HILLS,HIDDEN HILLS,0,2020-04-04
HIDDEN HILLS,HIDDEN HILLS,0,2020-04-05
HUNTINGTON PARK,HUNTINGTON PARK,0,2020-03-27
HUNTINGTON PARK,HUNTINGTON PARK,2,2020-03-28
HUNTINGTON PARK,HUNTINGTON PARK,2,2020-03-29
HUNTINGTON PARK,HUNTINGTON PARK,4,2020-03-30
HUNTINGTON PARK,HUNTINGTON PARK,11,2020-03-31
HUNTINGTON PARK,HUNTINGTON PARK,13,2020-04-01
HUNTINGTON PARK,HUNTINGTON PARK,15,2020-04-02
HUNTINGTON PARK,HUNTINGTON PARK,16,2020-04-03
HUNTINGTON PARK,HUNTINGTON PARK,20,2020-04-04
HUNTINGTON PARK,HUNTINGTON PARK,26,2020-04-05
INDUSTRY,INDUSTRY,0,2020-03-27
INDUSTRY,INDUSTRY,0,2020-03-28
INDUSTRY,INDUSTRY,0,2020-03-29
INDUSTRY,INDUSTRY,0,2020-03-30
INDUSTRY,INDUSTRY,0,2020-03-31
INDUSTRY,INDUSTRY,0,2020-04-01
INDUSTRY,INDUSTRY,0,2020-04-02
INDUSTRY,INDUSTRY,0,2020-04-03
INDUSTRY,INDUSTRY,0,2020-04-04
INDUSTRY,INDUSTRY,NA,2020-04-05
INGLEWOOD,INGLEWOOD,2,2020-03-16
INGLEWOOD,INGLEWOOD,1,2020-03-17
INGLEWOOD,INGLEWOOD,1,2020-03-18
INGLEWOOD,INGLEWOOD,2,2020-03-19
INGLEWOOD,INGLEWOOD,2,2020-03-20
INGLEWOOD,INGLEWOOD,2,2020-03-21
INGLEWOOD,INGLEWOOD,3,2020-03-22
INGLEWOOD,INGLEWOOD,3,2020-03-23
INGLEWOOD,INGLEWOOD,5,2020-03-24
INGLEWOOD,INGLEWOOD,5,2020-03-25
INGLEWOOD,INGLEWOOD,12,2020-03-26
INGLEWOOD,INGLEWOOD,12,2020-03-27
INGLEWOOD,INGLEWOOD,14,2020-03-28
INGLEWOOD,INGLEWOOD,20,2020-03-29
INGLEWOOD,INGLEWOOD,26,2020-03-30
INGLEWOOD,INGLEWOOD,31,2020-03-31
INGLEWOOD,INGLEWOOD,37,2020-04-01
INGLEWOOD,INGLEWOOD,44,2020-04-02
INGLEWOOD,INGLEWOOD,55,2020-04-03
INGLEWOOD,INGLEWOOD,62,2020-04-04
INGLEWOOD,INGLEWOOD,69,2020-04-05
IRWINDALE,IRWINDALE,0,2020-03-27
IRWINDALE,IRWINDALE,0,2020-03-28
IRWINDALE,IRWINDALE,0,2020-03-29
IRWINDALE,IRWINDALE,0,2020-03-30
IRWINDALE,IRWINDALE,0,2020-03-31
IRWINDALE,IRWINDALE,0,2020-04-01
IRWINDALE,IRWINDALE,0,2020-04-02
IRWINDALE,IRWINDALE,0,2020-04-03
IRWINDALE,IRWINDALE,0,2020-04-04
IRWINDALE,IRWINDALE,0,2020-04-05
LA CANADA FLINTRIDGE,LA CANADA FLINTRIDGE,1,2020-03-21
LA CANADA FLINTRIDGE,LA CANADA FLINTRIDGE,1,2020-03-22
LA CANADA FLINTRIDGE,LA CANADA FLINTRIDGE,2,2020-03-23
LA CANADA FLINTRIDGE,LA CANADA FLINTRIDGE,2,2020-03-24
