region,community,cases,date
LOS ANGELES,ARLETA,23,2020-04-10
LOS ANGELES,ARLETA,24,2020-04-11
LOS ANGELES,ARLETA,24,2020-04-12
LOS ANGELES,ARLETA,26,2020-04-13
NA,ARTESIA,NA,2020-03-27
NA,ARTESIA,NA,2020-03-28
NA,ARTESIA,NA,2020-03-29
NA,ARTESIA,NA,2020-03-30
NA,ARTESIA,NA,2020-03-31
NA,ARTESIA,NA,2020-04-01
NA,ARTESIA,NA,2020-04-02
NA,ARTESIA,NA,2020-04-03
NA,ARTESIA,NA,2020-04-04
NA,ARTESIA,NA,2020-04-05
NA,ARTESIA,NA,2020-04-06
NA,ARTESIA,NA,2020-04-07
NA,ARTESIA,NA,2020-04-08
NA,ARTESIA,NA,2020-04-09
NA,ARTESIA,NA,2020-04-10
NA,ARTESIA,5,2020-04-11
NA,ARTESIA,5,2020-04-12
NA,ARTESIA,5,2020-04-13
NA,ATHENS,1,2020-03-22
NA,ATHENS,1,2020-03-23
NA,ATHENS,1,2020-03-24
NA,ATHENS,1,2020-03-25
NA,ATHENS,3,2020-03-26
UNINCORPORATED,ATHENS VILLAGE,0,2020-03-27
UNINCORPORATED,ATHENS VILLAGE,0,2020-03-28
UNINCORPORATED,ATHENS VILLAGE,0,2020-03-29
UNINCORPORATED,ATHENS VILLAGE,0,2020-03-30
UNINCORPORATED,ATHENS VILLAGE,NA,2020-03-31
UNINCORPORATED,ATHENS VILLAGE,NA,2020-04-01
UNINCORPORATED,ATHENS VILLAGE,NA,2020-04-02
UNINCORPORATED,ATHENS VILLAGE,NA,2020-04-03
UNINCORPORATED,ATHENS VILLAGE,NA,2020-04-04
UNINCORPORATED,ATHENS VILLAGE,NA,2020-04-05
UNINCORPORATED,ATHENS VILLAGE,NA,2020-04-06
UNINCORPORATED,ATHENS VILLAGE,NA,2020-04-07
UNINCORPORATED,ATHENS VILLAGE,5,2020-04-08
UNINCORPORATED,ATHENS VILLAGE,5,2020-04-09
UNINCORPORATED,ATHENS VILLAGE,5,2020-04-10
UNINCORPORATED,ATHENS VILLAGE,6,2020-04-11
UNINCORPORATED,ATHENS VILLAGE,6,2020-04-12
UNINCORPORATED,ATHENS VILLAGE,6,2020-04-13
UNINCORPORATED,ATHENS-WESTMONT,5,2020-03-27
UNINCORPORATED,ATHENS-WESTMONT,7,2020-03-28
UNINCORPORATED,ATHENS-WESTMONT,7,2020-03-29
UNINCORPORATED,ATHENS-WESTMONT,7,2020-03-30
UNINCORPORATED,ATHENS-WESTMONT,11,2020-03-31
UNINCORPORATED,ATHENS-WESTMONT,13,2020-04-01
UNINCORPORATED,ATHENS-WESTMONT,15,2020-04-02
UNINCORPORATED,ATHENS-WESTMONT,17,2020-04-03
UNINCORPORATED,ATHENS-WESTMONT,22,2020-04-04
UNINCORPORATED,ATHENS-WESTMONT,22,2020-04-05
UNINCORPORATED,ATHENS-WESTMONT,23,2020-04-06
UNINCORPORATED,ATHENS-WESTMONT,25,2020-04-07
UNINCORPORATED,ATHENS-WESTMONT,27,2020-04-08
UNINCORPORATED,ATHENS-WESTMONT,29,2020-04-09
UNINCORPORATED,ATHENS-WESTMONT,34,2020-04-10
UNINCORPORATED,ATHENS-WESTMONT,35,2020-04-11
UNINCORPORATED,ATHENS-WESTMONT,36,2020-04-12
UNINCORPORATED,ATHENS-WESTMONT,35,2020-04-13
LOS ANGELES,ATWATER VILLAGE,0,2020-03-27
LOS ANGELES,ATWATER VILLAGE,NA,2020-03-28
LOS ANGELES,ATWATER VILLAGE,NA,2020-03-29
LOS ANGELES,ATWATER VILLAGE,NA,2020-03-30
LOS ANGELES,ATWATER VILLAGE,NA,2020-03-31
LOS ANGELES,ATWATER VILLAGE,NA,2020-04-01
LOS ANGELES,ATWATER VILLAGE,NA,2020-04-02
LOS ANGELES,ATWATER VILLAGE,NA,2020-04-03
LOS ANGELES,ATWATER VILLAGE,NA,2020-04-04
LOS ANGELES,ATWATER VILLAGE,6,2020-04-05
LOS ANGELES,ATWATER VILLAGE,7,2020-04-06
LOS ANGELES,ATWATER VILLAGE,8,2020-04-07
LOS ANGELES,ATWATER VILLAGE,9,2020-04-08
LOS ANGELES,ATWATER VILLAGE,9,2020-04-09
LOS ANGELES,ATWATER VILLAGE,8,2020-04-10
LOS ANGELES,ATWATER VILLAGE,8,2020-04-11
LOS ANGELES,ATWATER VILLAGE,8,2020-04-12
LOS ANGELES,ATWATER VILLAGE,9,2020-04-13
NA,AVALON,0,2020-03-27
NA,AVALON,0,2020-03-28
NA,AVALON,0,2020-03-29
NA,AVALON,0,2020-03-30
NA,AVALON,0,2020-03-31
NA,AVALON,0,2020-04-01
NA,AVALON,0,2020-04-02
NA,AVALON,0,2020-04-03
NA,AVALON,0,2020-04-04
NA,AVALON,0,2020-04-05
NA,AVALON,0,2020-04-06
NA,AVALON,0,2020-04-07
NA,AVALON,0,2020-04-08
NA,AVALON,0,2020-04-09
NA,AVALON,0,2020-04-10
NA,AVALON,0,2020-04-11
NA,AVALON,0,2020-04-12
NA,AVALON,0,2020-04-13
UNINCORPORATED,AVOCADO HEIGHTS,0,2020-03-27
UNINCORPORATED,AVOCADO HEIGHTS,0,2020-03-28
UNINCORPORATED,AVOCADO HEIGHTS,0,2020-03-29
UNINCORPORATED,AVOCADO HEIGHTS,0,2020-03-30
UNINCORPORATED,AVOCADO HEIGHTS,0,2020-03-31
UNINCORPORATED,AVOCADO HEIGHTS,0,2020-04-01
UNINCORPORATED,AVOCADO HEIGHTS,0,2020-04-02
UNINCORPORATED,AVOCADO HEIGHTS,0,2020-04-03
UNINCORPORATED,AVOCADO HEIGHTS,0,2020-04-04
UNINCORPORATED,AVOCADO HEIGHTS,0,2020-04-05
UNINCORPORATED,AVOCADO HEIGHTS,0,2020-04-06
UNINCORPORATED,AVOCADO HEIGHTS,0,2020-04-07
UNINCORPORATED,AVOCADO HEIGHTS,0,2020-04-08
UNINCORPORATED,AVOCADO HEIGHTS,0,2020-04-09
UNINCORPORATED,AVOCADO HEIGHTS,NA,2020-04-10
UNINCORPORATED,AVOCADO HEIGHTS,NA,2020-04-11
UNINCORPORATED,AVOCADO HEIGHTS,NA,2020-04-12
UNINCORPORATED,AVOCADO HEIGHTS,NA,2020-04-13
NA,AZUSA,1,2020-03-26
NA,AZUSA,1,2020-03-27
UNINCORPORATED,AZUSA,0,2020-03-27
NA,AZUSA,1,2020-03-28
UNINCORPORATED,AZUSA,0,2020-03-28
NA,AZUSA,2,2020-03-29
UNINCORPORATED,AZUSA,0,2020-03-29
NA,AZUSA,3,2020-03-30
UNINCORPORATED,AZUSA,0,2020-03-30
NA,AZUSA,5,2020-03-31
UNINCORPORATED,AZUSA,0,2020-03-31
NA,AZUSA,7,2020-04-01
UNINCORPORATED,AZUSA,0,2020-04-01
NA,AZUSA,8,2020-04-02
UNINCORPORATED,AZUSA,NA,2020-04-02
NA,AZUSA,8,2020-04-03
UNINCORPORATED,AZUSA,NA,2020-04-03
NA,AZUSA,8,2020-04-04
UNINCORPORATED,AZUSA,NA,2020-04-04
NA,AZUSA,13,2020-04-05
UNINCORPORATED,AZUSA,NA,2020-04-05
NA,AZUSA,13,2020-04-06
UNINCORPORATED,AZUSA,NA,2020-04-06
NA,AZUSA,14,2020-04-07
UNINCORPORATED,AZUSA,NA,2020-04-07
NA,AZUSA,14,2020-04-08
UNINCORPORATED,AZUSA,NA,2020-04-08
NA,AZUSA,14,2020-04-09
UNINCORPORATED,AZUSA,NA,2020-04-09
NA,AZUSA,18,2020-04-10
UNINCORPORATED,AZUSA,NA,2020-04-10
NA,AZUSA,19,2020-04-11
UNINCORPORATED,AZUSA,NA,2020-04-11
NA,AZUSA,20,2020-04-12
UNINCORPORATED,AZUSA,NA,2020-04-12
NA,AZUSA,20,2020-04-13
UNINCORPORATED,AZUSA,NA,2020-04-13
NA,BALDWIN HILLS,1,2020-03-17
LOS ANGELES,BALDWIN HILLS,1,2020-03-18
NA,BALDWIN HILLS,1,2020-03-19
NA,BALDWIN HILLS,1,2020-03-20
NA,BALDWIN HILLS,2,2020-03-21
NA,BALDWIN HILLS,3,2020-03-22
NA,BALDWIN HILLS,3,2020-03-23
NA,BALDWIN HILLS,3,2020-03-24
NA,BALDWIN HILLS,3,2020-03-25
NA,BALDWIN HILLS,4,2020-03-26
LOS ANGELES,BALDWIN HILLS,5,2020-03-27
LOS ANGELES,BALDWIN HILLS,7,2020-03-28
LOS ANGELES,BALDWIN HILLS,9,2020-03-29
LOS ANGELES,BALDWIN HILLS,9,2020-03-30
LOS ANGELES,BALDWIN HILLS,11,2020-03-31
LOS ANGELES,BALDWIN HILLS,13,2020-04-01
LOS ANGELES,BALDWIN HILLS,13,2020-04-02
LOS ANGELES,BALDWIN HILLS,14,2020-04-03
LOS ANGELES,BALDWIN HILLS,18,2020-04-04
LOS ANGELES,BALDWIN HILLS,20,2020-04-05
LOS ANGELES,BALDWIN HILLS,21,2020-04-06
LOS ANGELES,BALDWIN HILLS,24,2020-04-07
LOS ANGELES,BALDWIN HILLS,26,2020-04-08
LOS ANGELES,BALDWIN HILLS,27,2020-04-09
LOS ANGELES,BALDWIN HILLS,28,2020-04-10
LOS ANGELES,BALDWIN HILLS,30,2020-04-11
LOS ANGELES,BALDWIN HILLS,31,2020-04-12
LOS ANGELES,BALDWIN HILLS,33,2020-04-13
NA,BALDWIN PARK,0,2020-03-27
NA,BALDWIN PARK,0,2020-03-28
NA,BALDWIN PARK,0,2020-03-29
NA,BALDWIN PARK,0,2020-03-30
NA,BALDWIN PARK,2,2020-03-31
NA,BALDWIN PARK,3,2020-04-01
NA,BALDWIN PARK,5,2020-04-02
NA,BALDWIN PARK,7,2020-04-03
NA,BALDWIN PARK,9,2020-04-04
NA,BALDWIN PARK,10,2020-04-05
NA,BALDWIN PARK,11,2020-04-06
NA,BALDWIN PARK,11,2020-04-07
NA,BALDWIN PARK,12,2020-04-08
NA,BALDWIN PARK,15,2020-04-09
NA,BALDWIN PARK,18,2020-04-10
NA,BALDWIN PARK,22,2020-04-11
NA,BALDWIN PARK,25,2020-04-12
NA,BALDWIN PARK,28,2020-04-13
UNINCORPORATED,BANDINI ISLANDS,0,2020-03-28
UNINCORPORATED,BANDINI ISLANDS,0,2020-03-29
UNINCORPORATED,BANDINI ISLANDS,0,2020-03-30
UNINCORPORATED,BANDINI ISLANDS,0,2020-03-31
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-01
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-02
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-03
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-04
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-05
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-06
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-07
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-08
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-09
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-10
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-11
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-12
UNINCORPORATED,BANDINI ISLANDS,0,2020-04-13
UNINCORPORATED,BASSETT,0,2020-03-27
UNINCORPORATED,BASSETT,0,2020-03-28
UNINCORPORATED,BASSETT,0,2020-03-29
UNINCORPORATED,BASSETT,0,2020-03-30
UNINCORPORATED,BASSETT,0,2020-03-31
UNINCORPORATED,BASSETT,0,2020-04-01
UNINCORPORATED,BASSETT,0,2020-04-02
UNINCORPORATED,BASSETT,0,2020-04-03
UNINCORPORATED,BASSETT,0,2020-04-04
UNINCORPORATED,BASSETT,NA,2020-04-05
UNINCORPORATED,BASSETT,NA,2020-04-06
UNINCORPORATED,BASSETT,NA,2020-04-07
UNINCORPORATED,BASSETT,NA,2020-04-08
UNINCORPORATED,BASSETT,NA,2020-04-09
UNINCORPORATED,BASSETT,NA,2020-04-10
UNINCORPORATED,BASSETT,NA,2020-04-11
UNINCORPORATED,BASSETT,NA,2020-04-12
UNINCORPORATED,BASSETT,NA,2020-04-13
LOS ANGELES,BEL AIR,6,2020-03-27
LOS ANGELES,BEL AIR,8,2020-03-28
LOS ANGELES,BEL AIR,9,2020-03-29
LOS ANGELES,BEL AIR,9,2020-03-30
LOS ANGELES,BEL AIR,11,2020-03-31
LOS ANGELES,BEL AIR,12,2020-04-01
LOS ANGELES,BEL AIR,12,2020-04-02
LOS ANGELES,BEL AIR,13,2020-04-03
LOS ANGELES,BEL AIR,15,2020-04-04
LOS ANGELES,BEL AIR,18,2020-04-05
LOS ANGELES,BEL AIR,18,2020-04-06
LOS ANGELES,BEL AIR,20,2020-04-07
LOS ANGELES,BEL AIR,20,2020-04-08
LOS ANGELES,BEL AIR,21,2020-04-09
LOS ANGELES,BEL AIR,21,2020-04-10
LOS ANGELES,BEL AIR,21,2020-04-11
LOS ANGELES,BEL AIR,21,2020-04-12
LOS ANGELES,BEL AIR,21,2020-04-13
NA,BELL,2,2020-03-26
NA,BELL,4,2020-03-27
NA,BELL,5,2020-03-28
NA,BELL,6,2020-03-29
NA,BELL,11,2020-03-30
